GISID,"	SOURCE","	ADMINSELECTED","	CALENDAR_YEAR","	STATE_ROUTE","	LOC_ROAD_NAME_RMS","	INTERSECTION_FROM","	segment_from_to","	municipality1",  municipality2,  municipality3," 	DVRPC Regional Priority","	County Priority","	Public Priority","	DVRPC Feasible","	Send to PennDOT","	PennDOT Feasibly", Capacity Analysis Needed,"	Prioritized for Outreach", confirm municipal interest,"	Date of initial contact with muni","	Date letter was received","	Striping plan complete","	Date of completion","	Before/After Counts", For Initial Screening,"	For DVRPC to Screen for Feasiblity","	Pending Review", For PennDOT to Screen for Feasibility, Outreach Prioritization,"	To begin municipal outreach","	Waiting for municipal letter","	Municipal letter received/Needs striping plan","	Approved striping plan shared with maintenance staff","	Completed Projects", Pending Capacity Analysis,"	Beyond scope of resurfacing", Admin Selected, 
2329,5-year plan 2020-2024,N,2024,202,WILMINGTON PK,Delaware State Line,0011_0117,CONCORD,CHADDS FORD,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2330,5-year plan 2020-2024,N,2024,322,CONCHESTER HW,Baltimore Pk / SR 0001,0010_0100,CONCORD,BETHEL,UPPER CHICHESTER,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2331,5-year plan 2022-2026,Y,2022,202,DEKALB ST,Airy St,0140_0154,NORRISTOWN,BRIDGEPORT,WEST NORRITON,No,Yes,Yes,Yes,No,No,N/A,No,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2365,5-year plan 2020-2024,Y,2022,724,NEW SCHUYLKILL,Vaughn Rd,0092_0192,EAST VINCENT,EAST COVENTRY,,No,Yes,No,Yes,Yes,No,N/A,Yes,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2366,5-year plan 2022-2026,Y,2022,4017,ROCK RAYMOND RD,Horse Shoe Pk / SR 0322,0010_0030,EAST BRANDYWINE,CALN,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2367,5-year plan 2020-2024,N,2024,202,SR 0202 SH,Matlack St,0090_0250,WEST WHITELAND,WEST GOSHEN,EAST WHITELAND,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2368,5-year plan 2020-2024,Y,2024,202,SR 0202 SH,Matlack St,0091_0251,WEST WHITELAND,WEST GOSHEN,EAST WHITELAND,No,No,No,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2370,5-year plan 2022-2026,Y,2024,926,STREET RD,Limestone Rd / SR 0010,0010_0120,WEST MARLBOROUGH,UPPER OXFORD,LONDONDERRY,No,No,No,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2371,5-year plan 2020-2024,Y,2020,3069,WHITFORD RD,247' S of Grubbs Mill Rd,0020_0060,WEST WHITELAND,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2372,5-year plan 2022-2026,Y,2022,1,KENNETT OXFORD,Maryland State Line,0010_0090,WEST NOTTINGHAM,EAST NOTTINGHAM,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2373,5-year plan 2022-2026,Y,2022,322,WEST CHESTER BP,Downingtown Pk / SR 3072,0490_0570,WEST GOSHEN,EAST BRADFORD,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2374,5-year plan 2022-2026,N,2022,322,WEST CHESTER BP,Downingtown Pk / SR 3072,0521_0571,WEST GOSHEN,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2375,5-year plan 2022-2026,Y,2024,2005,LITTLE SHILO RD,West Goshen / Thornbury Twp. Line,0060_0060,WEST GOSHEN,,,Yes,No,No,Yes,No,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2376,5-year plan 2022-2026,Y,2022,3004,STATE RD,Maryland State Line,0010_0050,ELK TOWNSHIP,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2377,5-year plan 2022-2026,Y,2022,3061,QUARRY RD,Valley Creek Rd,0110_0130,EAST CALN,,,Yes,Yes,Yes,Yes,Yes,No,N/A,Yes,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2380,5-year plan 2022-2026,Y,2024,3016,LOCUST ST,Second St.,0081_0081,OXFORD,,,Yes,Yes,Yes,Yes,Yes,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,
2381,5-year plan 2020-2024,Y,2024,3016,LOCUST ST,Second St.,0081_0081,OXFORD,,,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,1,0,0,0,0,0,0,0,0,0,0,0,
2382,5-year plan 2022-2026,N,2025,3022,CORBY RD,Newark Rd / SR 0896,0010_0016,PENN,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2383,5-year plan 2022-2026,N,2026,3037,GUERNSEY RD,Woodview Rd / SR 3044,0010_0030,LONDON GROVE,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2401,5-year plan 2022-2026,N,2026,1028,PUGHTOWN RD,Pottstown Pk / SR 0100,0020_0100,WEST VINCENT,SOUTH COVENTRY,EAST VINCENT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2402,5-year plan 2022-2026,N,2026,1033,SHEEDER RD,Pughtown Rd / SR 1028,0040_0050,EAST VINCENT,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2403,5-year plan 2022-2026,N,2026,2002,BRINTONS BRIDGE,Creek Rd / SR 3100,0010_0040,BIRMINGHAM,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2404,5-year plan 2022-2026,N,2026,2010,GOSHEN RD,Christine Ln,0050_0140,WILLISTOWN,EAST GOSHEN,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2405,5-year plan 2022-2026,N,2026,2015,WARREN AV,Providence Rd / SR 2016,0020_0060,WILLISTOWN,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2406,5-year plan 2022-2026,N,2026,3033,NEWARK RD,Church Rd,0090_0120,WEST MARLBOROUGH,NEW GARDEN,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2407,5-year plan 2022-2026,N,2026,3036,KENNETT RD,Kaolin Rd / SR 3013,0010_0060,KENNETT,EAST NOTTINGHAM,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2408,5-year plan 2022-2026,N,2026,3063,CONNER RD,Copeland School Rd / SR 3065,0050_0060,EAST BRADFORD,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2409,5-year plan 2022-2026,N,2026,3085,SCROGGY RD,Pine St,0012_0054,LOWER OXFORD,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2410,5-year plan 2022-2026,N,2022,4005,VALLEY RD,Baltimore Pk / SR 0001,0010_0060,CHESTER HEIGHTS,MIDDLETOWN,EDGMONT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2411,5-year plan 2022-2026,N,2023,202,WILMINGTON PK,Delaware State Line,0010_0080,CONCORD,CHADDS FORD,BETHEL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2414,5-year plan 2022-2026,Y,2024,3007,CONCORD RD,Covent Rd / Aston Mills Rd / SR 3023,0070_0130,CONCORD,BETHEL,ASTON,Yes,Yes,Yes,Yes,Yes,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,
2416,5-year plan 2022-2026,N,2025,3003,TURNER RD,Providence Rd / SR 0252,0090_0100,NETHER PROVIDENCE,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2417,5-year plan 2022-2026,N,2026,202,WILMINGTON PK,Baltimore Pk / SR 0001,0090_0116,CONCORD,CHADDS FORD,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2418,5-year plan 2022-2026,N,2026,202,WILMINGTON PK,Baltimore Pk / SR 0001,0091_0117,CONCORD,CHADDS FORD,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2419,5-year plan 2022-2026,N,2022,3016,MATSONFORD RD,County Line Rd / Delaware Co. Line,0051_0051,WEST CONSHOHOCKEN,CONSHOHOCKEN,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2420,5-year plan 2022-2026,N,2022,4008,YERKES RD,Collegeville Rd / SR 0029,0010_0030,UPPER PROVIDENCE,LOWER PROVIDENCE,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2421,5-year plan 2022-2026,Y,2023,23,VALLEY FORGE RD,Valley Forge Cr / Moore Rd,0090_0110,UPPER MERION,UPPER MERION,,No,No,Yes,No,No,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2422,5-year plan 2022-2026,N,2023,23,VALLEY FORGE RD,Valley Forge Cr / Moore Rd,0111_0111,UPPER MERION,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2332,5-year plan 2022-2026,Y,2023,3029,HENDERSON RD,Prince Fredrick St,0030_0074,UPPER MERION,,,Yes,Yes,Yes,Yes,Yes,Yes,N/A,Yes,N/A, ,,N/A,,N/A,0,0,0,0,0,1,0,0,0,0,0,0,0,
2333,5-year plan 2022-2026,Y,2024,1024,SALFORD STATION,Gravel Pk / SR 0029,0010_0050,UPPER SALFORD,LOWER FREDERICK,,No,Yes,No,No,No,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2334,5-year plan 2022-2026,Y,2025,2036,TYSON AV,Edgehill Rd / SR 2034,0010_0030,ABINGTON,,,No,Yes,Yes,Yes,No,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2337,5-year plan 2022-2026,Y,2024,3031,CHELSEA RD,Chichester Ave / SR 3009,0010_0014,BETHEL,UPPER CHICHESTER,,Yes,No,No,No,No,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2338,5-year plan 2022-2026,Y,2022,1027,LITTLE RD,Gravel Pk / SR 0029,0010_0070,UPPER FREDERICK,LOWER FREDERICK,,Yes,Yes,No,Yes,Yes,Yes,N/A,Yes,No,11/12/2021,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2339,5-year plan 2022-2026,Y,2023,2033,TERWOOD RD,Welsh Rd / SR 0063,0010_0070,UPPER MORELAND,LOWER MORELAND,,Yes,Yes,Yes,Yes,No,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2340,5-year plan 2022-2026,Y,2024,2034,EDGEHILL RD,Jenkintown Rd / SR 2021 / Tyson Ave,0050_0100,ABINGTON,,,Yes,Yes,Yes,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2341,5-year plan 2022-2026,Y,2023,1032,UPPER RIDGE RD,Gravel Pk / SR 0029,0010_0100,GREEN LANE,MARLBOROUGH,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2342,5-year plan 2022-2026,Y,2024,2016,EVANS RD,Plymouth Rd,0060_0090,LOWER GWYNEDD,,,No,Yes,Yes,Yes,Yes,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,
2343,5-year plan 2022-2026,N,2025,2023,CHURCH RD,Cottman Ave / SR 0073,0010_0060,CHELTENHAM,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2344,5-year plan 2022-2026,N,2025,3001,STUMP HALL RD,Valley Forge Rd / SR 0363,0140_0190,WORCESTER,SKIPPACK,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2346,5-year plan 2022-2026,N,2022,4030,NEW HANOVER SQU,Bliem Rd / SR 4027,0010_0010,LOWER POTTSGROVE,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2347,5-year plan 2022-2026,N,2025,4033,MAUGERS MILL RD,Charlotte St / SR 0663,0010_0030,UPPER POTTSGROVE,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2348,5-year plan 2022-2026,Y,2022,2007,WESTTOWN RD,Delaware Co. Line,0010_0060,WESTTOWN,WEST GOSHEN,THORNBURY,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2349,5-year plan 2022-2026,Y,2022,2019,NEWTOWN RD,Delaware Co. Line,0010_0030,EASTTOWN,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2350,5-year plan 2022-2026,Y,2022,3021,PARKERSVILLE RD,Baltimore Pk / SR 0001,0010_0030,PENNSBURY,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2351,5-year plan 2020-2024,N,2021,1,BALTIMORE PK,Elmwood Dr / Kennet Pk / SR 0052,0530_0580,PENNSBURY,KENNETT,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2352,5-year plan 2020-2024,Y,2021,1,BALTIMORE PK,Elmwood Dr / Kennet Pk / SR 0052,0531_0581,PENNSBURY,KENNETT,,No,Yes,No,Yes,No,No,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2353,5-year plan 2020-2024,Y,2021,10,HONEY BROOK RD,Beaver Dam Rd,0440_0510,HONEY BROOK,HONEY BROOK,,No,Yes,Yes,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2354,5-year plan 2020-2024,Y,2021,41,GAP NEWPORT PK,Limestone Rd / SR 0010,0280_0390,ATGLEN,WEST SADSBURY,WEST FALLOWFIELD,No,No,Yes,Yes,No,No,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2355,5-year plan 2020-2024,Y,2021,100,POTTSTOWN PK,Cadmus Rd,0530_0600,SOUTH COVENTRY,NORTH COVENTRY,,No,Yes,Yes,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2356,5-year plan 2020-2024,Y,2021,896,NEWARK RD,Den Rd,0080_0140,PENN,NEW LONDON,FRANKLIN,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2357,5-year plan 2020-2024,Y,2021,926,STREET RD,Creek Rd / SR 3100,0340_0390,WESTTOWN,THORNBURY,BIRMINGHAM,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2358,5-year plan 2020-2024,Y,2021,3007,APPLETON RD,Maryland State Line,0010_0030,FRANKLIN,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2359,5-year plan 2020-2024,Y,2021,3024,CHESTERVILLE RD,Wickerton Rd / SR 0841 / Creek Rd / SR 3103,0010_0080,NEW GARDEN,FRANKLIN,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2360,5-year plan 2022-2026,Y,2022,1010,SWEDESFORD RD,Valley Forge Rd / SR 0252,0010_0020,TREDYFFRIN,,,Yes,Yes,Yes,Yes,Yes,No,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2361,5-year plan 2022-2026,Y,2025,1033,HOLLOW RD,Flowing Springs Rd / SR 1030,0010_0030,WEST VINCENT,EAST VINCENT,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2362,5-year plan 2022-2026,N,2025,1002,SWEDESFORD RD,Cedar Hollow Rd,0090_0120,TREDYFFRIN,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2363,5-year plan 2020-2024,Y,2021,3105,NEWARK RD,Delaware State Line,0010_0020,NEW GARDEN,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2364,5-year plan 2020-2024,Y,2022,724,NEW SCHUYLKILL,Whartnaby St,0042_0082,NORTH COVENTRY,EAST VINCENT,EAST COVENTRY,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2565,5-year plan 2022-2026,N,2022,3,MARKET ST,Delaware County Line / Cobbs Creek,0011_0011,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2566,5-year plan 2022-2026,N,2022,3,CHESTNUT ST,Cobbs Creek Pkwy / SR 3015,0030_0080,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2567,5-year plan 2022-2026,N,2022,30,LANCASTER AV,City Ave / SR 0001,0010_0040,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2568,5-year plan 2022-2026,N,2022,1007,TACONY ST,Torresdale Ave / SR 1004,0010_0020,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2569,5-year plan 2022-2026,N,2025,3007,ARCH ST,Front St.,0010_0020,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2570,5-year plan 2022-2026,N,2025,3009,RIDGE AV,Spring Garden St / SR 2006,0020_0200,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2571,5-year plan 2022-2026,N,2025,3009,RIDGE AV,Hunting Park Ave / SR 3033,0061_0201,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2572,5-year plan 2022-2026,N,2026,3011,TWENTYNINTH ST,Girad Ave / SR 2008,0030_0060,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2573,5-year plan 2022-2026,N,2022,2014,LEHIGH AV,Ridge Ave / SR 3009,0010_0100,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2574,5-year plan 2022-2026,N,2022,2014,LEHIGH AV,Germantown Ave,0051_0091,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2575,5-year plan 2022-2026,N,2022,2016,ALLEGHENY AV,Ridge Ave / SR 3009,0010_0110,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2576,5-year plan 2022-2026,N,2022,3003,TWENTYSIXTH ST,Penrose Ave / SR 0291,0010_0040,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2577,5-year plan 2022-2026,N,2022,3003,TWENTYSIXTH ST,Penrose Ave / SR 0291,0011_0041,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2578,5-year plan 2022-2026,N,2022,3010,MARKET ST,S 63rd St / SR 0003,0010_0080,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2579,5-year plan 2022-2026,N,2022,3010,MARKET ST,S 63rd St / SR 0003,0011_0081,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2580,5-year plan 2022-2026,N,2022,3010,MARKET ST,23rd St,0100_0110,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2581,5-year plan 2022-2026,N,2022,3010,MARKET ST,23rd St,0101_0101,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2582,5-year plan 2022-2026,N,2026,3014,SPRING GARDEN S,Lancaster Ave / SR 3005 / 39th St.,0010_0040,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2583,5-year plan 2022-2026,N,2026,3014,SPRING GARDEN S,Lancaster Ave / SR 3005 / 39th St.,0041_0041,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2585,5-year plan 2022-2026,N,2025,2676,VINE ST,20th St / Ben Franklin Pkwy / SR 3007,0004_0014,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2586,5-year plan 2022-2026,N,2025,2676,VINE ST,20th St / Ben Franklin Pkwy / SR 3007,0005_0015,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2587,5-year plan 2022-2026,N,2025,3002,EIGHTYFOURTH ST,Delaware Co. Line,0010_0020,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2588,5-year plan 2022-2026,N,2022,3029,FIFTEENTH ST,Penn Square / SR 3022,0011_0011,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2589,5-year plan 2022-2026,N,2023,3,WALNUT ST,Cobbs Creek Pkwy / SR 3015,0031_0081,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2590,5-year plan 2022-2026,N,2023,291,BARTRAM AV,Delaware Co. Line,0006_0026,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2591,5-year plan 2022-2026,N,2023,291,BARTRAM AV,Delaware Co. Line,0007_0027,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2592,5-year plan 2022-2026,N,2023,291,PENROSE AV,Island Ave,0041_0161,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2593,5-year plan 2022-2026,N,2023,1005,CASTOR AV,N Delaware Ave,0030_0170,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
2594,5-year plan 2022-2026,N,2023,1005,CASTOR AV,200' S Wyoming Ave,0083_0171,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
